child,label,id,definition,exact_synonym,related_synonym,alternative_id,db_xref,in_subset,obo_namespace,skos_exact_match,skos_narrow_match,comment,creation_date
http://purl.obolibrary.org/obo/DOID_0081267,graft-versus-host disease,DOID:0081267,"An immune system disease that is characterized by recognition by mature donor T cells, that contaminate the allogeneic bone marrow, of the recipient's tissue as foreign, causing a severe inflammatory disease characterized by rashes, diarrhea, and liver disease, and that has_material_basis_in an associated with variation in the interleukin-10 gene (IL10) on chromosome 1q32.",GvHD | graft versus host disease,,,ICD11:4B24 | MESH:D006086 | MIM:614395 | ORDO:39812,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0081307,lymphomatoid granulomatosis,DOID:0081307,A lymphoproliferative syndrome that is characterized by overproduction (proliferation) of white blood cells called lymphocytes. The abnormal cells infiltrate and accumulate (form lesions or nodules) within tissues. The lesions or nodules damage or destroy the blood vessels within these tissues.,,,,ICD10CM:C83.8 | ICDO:9766/1 | MESH:D008230 | NCI:C7930 | SNOMEDCT_US_2025_09_01:60337005 | UMLS_CUI:C0024307,http://purl.obolibrary.org/obo/doid#DO_cancer_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0081308,grade I lymphomatoid granulomatosis,DOID:0081308,"A lymphomatoid granulomatosis that is characterized by the presence of a polymorphous lymphoid infiltrate without cytologic atypia. Large lymphocytes are absent or rare. By in situ hybridization, EBV-positive cells are infrequently seen.",,,,ICDO:9766/1 | NCI:C7931 | UMLS_CUI:C0279065,http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0081309,grade II lymphomatoid granulomatosis,DOID:0081309,"A lymphomatoid granulomatosis that is characterized by the presence of occasional large lymphoid cells or immunoblasts in a polymorphous background. Necrosis is more commonly seen as compared to grade I lymphomatoid granulomatosis. By in situ hybridization, EBV-positive cells are readily seen.",,,,ICDO:9766/1,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0081310,grade III lymphomatoid granulomatosis,DOID:0081310,"A lymphomatoid granulomatosis that is characterized by the presence of aggregates of neoplastic large B-lymphocytes, usually admixed with pleomorphic and Hodgkin-like cells, in a background of chronic inflammation. Necrotic changes are present and are usually extensive.",,,,ICDO:9766/3,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0081311,intravascular large B-cell lymphoma,DOID:0081311,"A large B-cell lymphoma that is characterized by the presence of lymphoma cells exclusively in the lumina of small vessels, particularly capillaries.",,,,ICDO:9712/3 | NCI:C4342,http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0081312,T-cell non-Hodgkin lymphoma,DOID:0081312,A non-Hodgkin lymphoma of T-cell lineage.,,,,ICDO:9702/3 | MESH:D016399 | NCI:C3466 | SNOMEDCT_US_2025_09_01:3172003 | UMLS_CUI:C0079772,http://purl.obolibrary.org/obo/doid#DO_cancer_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0081313,primary diffuse large B-cell lymphoma of the central nervous system,DOID:0081313,A diffuse large B-cell lymphoma arising from the central nervous system.,,,,ICDO:9680/3 | NCI:C212057 | SNOMEDCT_US_2025_09_01:734066005 | UMLS_CUI:C2026186,http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0081411,B-lymphoblastic leukemia with PAX5 p.P80R,DOID:0081411,A B-lymphoblastic leukemia/lymphoma that is associated with PAX5 P80R mutation.,B acute lymphoblastic leukemia with PAX5 P80R mutation | B-lymphoblastic leukaemia with PAX5 p.P80R | B-lymphoblastic leukemia with PAX5 P80R,,,ICDO:9811/3 | NCI:C199260,http://purl.obolibrary.org/obo/doid#DO_cancer_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0081412,B-lymphoblastic leukemia with DUX4 rearrangement,DOID:0081412,A B lymphoblastic leukemia/lymphoma that is associated with DUX4 gene rearrangement.,B acute lymphoblastic leukemia with DUX4 rearrangement | B-lymphoblastic leukaemia with DUX4 rearrangement,,,ICDO:9811/3 | NCI:C199232,http://purl.obolibrary.org/obo/doid#DO_cancer_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0081450,hyperimmunoglobulinemia D periodic fever syndrome,DOID:0081450,A hyperimmunoglobulin syndrome that is characterized as periodic fever from early infancy accompanied by elevated serum C-reactive protein and that has_material_basis_in homozygous or compound heterozygous mutation in the gene encoding mevalonate kinase (MVK) on chromosome 12q24.,HYPER-IgD SYNDROME,,,GARD:2788 | MIM:260920 | ORDO:343,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0081451,PFAPA syndrome,DOID:0081451,"An autoimmune disease that is characterized by recurrent febrile episodes associated with aphthous stomatitis, pharyngitis and cervical adenitis.",Marshall syndrome with periodic fever | Periodic fever-aphtous stomatitis-pharyngitis-adenopathy syndrome,,,GARD:5657 | ORDO:42642,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0081452,large B-cell lymphoma,DOID:0081452,A B-cell lymphoma that is characterized by large lymphoid cells of the B-cell lineage that by definition form sheets or clusters.,,,,,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0090012,severe combined immunodeficiency with sensitivity to ionizing radiation,DOID:0090012,"A severe combined immunodeficiency characterized by being T cell-negative, B cell-negative and natural killer cell-positive with sensitivity to ionizing radiation and that has_material_basis_in mutation in the DCLRE1C gene on chromosome 10p13.","SCID due to DCLRE1C deficiency | SCID due to artemis deficiency | SCID, Athabascan type | SCID, Athabaskan type | Severe combined immunodeficiency due to DCLRE1C deficiency | Severe combined immunodeficiency due to artemis deficiency | Severe combined immunodeficiency, Athabascan type | Severe combined immunodeficiency, Athabaskan type | artemis deficiency",,DOID:0060006,ICD10CM:D81.1 | MESH:C537589 | MIM:602450 | ORDO:275,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0090013,"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, Nk cell-positive",DOID:0090013,"A severe combined immunodeficiency characterized by being T cell-negative, B cell-negative and natural killer cell-positive and that has_material_basis_in mutation in the RAG1 and RAG2 genes on chromosome 11p12.","SCID due to complete RAG1-2 deficiency | Severe combined immunodeficiency due to complete RAG1-2 deficiency | autosomal recessive T cell-negative, B-cell negative, NK cell-positive SCID",,,ICD10CM:D81.1 | MESH:C563311 | MIM:601457 | ORDO:331206,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0090014,severe combined immunodeficiency 104,DOID:0090014,A severe combined immunodeficiency that is characterized by the onset of recurrent infections in early infancy and that has_material_basis_in homozygous or compound heterozygous mutation in the interleukin-7 receptor gene (IL7R) on chromosome 5p13.,"autosomal recessive T cell-negative, B-cell positive, NK cell-positive SCID | interleukin-7 receptor alpha deficiency | severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, Nk cell-positive",,DOID:0060015,ICD10CM:D81.2 | MESH:C563822 | MIM:608971 | ORDO:169154,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0090018,TNF receptor–associated periodic syndrome,DOID:0090018,"An autoinflammatory disease characterized by recurrent fever, abdominal pain, localized tender skin lesions, arthralgia and myalgia associated with skin, joint, ocular and serosal inflammation that has_material_basis_in heterozygous mutation in the TNFRSF1A gene on chromosome 12p13.",FHF | FPF | TRAPS | autosomal dominant familial periodic fever | familial Hibernian fever | hibernian fever | tumor necrosis factor receptor associated periodic syndrome,,,GARD:8457 | ICD10CM:E85.0 | MIM:142680 | ORDO:32960,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,nomenclature change.,
http://purl.obolibrary.org/obo/DOID_0090029,CINCA Syndrome,DOID:0090029,"An autoimmune disease characterized by neonatal onset of cutaneous symptoms, chronic meningitis, and joint manifestations with recurrent fever and inflammation that has_material_basis_in heterozygous mutation in the NLRP3 gene on chromosome 1q.",IOMID syndrome | NOMID syndrome | Prieur-Griscelli syndrome | chronic infantile neurological cutaneous articular syndrome | chronic neurologic cutaneous and articular syndrome | cryopyrin-associated periodic syndrome 3 | infantile-onset multisystem inflammatory disease | neonatal-onset multisystem inflammatory disease,,,ICD10CM:E85.0 | MIM:607115 | ORDO:1451,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0090061,familial cold autoinflammatory syndrome,DOID:0090061,"An autoinflammatory disease that is characterized by recurrent episodes of maculopapular skin rash triggered by exposure to cold associated with low-grade fever, general malaise, eye redness and arthralgia/myalgia.",FCAS,,,ICD10CM:L50.2 | MIM:PS120100 | ORDO:47045,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0090062,familial cold autoinflammatory syndrome 1,DOID:0090062,A familial cold autoinflammatory syndrome characterized by autosomal dominant inheritance that has_material_basis_in heterozygous mutation in the NLRP gene on chromosome 1q44.,FCAS1,,,ICD10CM:L50.2 | ORDO:47045 | MIM:120100,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0090063,familial cold autoinflammatory syndrome 2,DOID:0090063,A familial cold autoinflammatory syndrome characterized by autosomal dominant inheritance that has_material_basis_in heterozygous mutation in the NLRP12 gene on chromosome 19q13.,FCAS2 | NLRP12-associated hereditary periodic fever syndrome,,,MESH:C567090 | MIM:611762,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0090064,familial cold autoinflammatory syndrome 3,DOID:0090064,"A familial cold autoinflammatory syndrome characterized by autosomal dominant inheritance of development of cutaneous urticaria, erythema and pruritus in response to cold exposure with. FCAS3 has_material_basis_in heterozygous deletion within the PLCG2 gene on chromosome 16q.",FACU | FCAS3 | PLAID | PLCG2-associated antibody deficiency and immune dysregulation | familial atypical cold urticaria | phospholipase C gamma 2-associated antibody deficiency and immune dysregulation,,,ICD10CM:L50.2 | MIM:614468 | ORDO:300359,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0090065,familial cold autoinflammatory syndrome 4,DOID:0090065,"A familial cold autoinflammatory syndrome that is characterized by episodic high fevers, urticaria-like rash, and arthralgias starting at 2-3 months of age and often induced by cold-exposure that has_material_basis_in autosomal dominant inheritance of heterozygous mutation in the NLRC4 gene on chromosome 2p22.",FCAS4,,,ICD10CM:L50.2 | ORDO:47045 | MIM:616115,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0090110,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,DOID:0090110,"An autoimmune disease that is characterized by onset in infancy of refractory diarrhea, endocrinopathies, type 1 diabetes mellitus, and dermatitis that has_material_basis_in X-linked recessive mutation in the forkhead box P3 (FOXP3) gene on chromosome Xp11.","Autoimmune enteropathy type 1 | DMSD | IDDM-secretory diarrhea syndrome | IPEX | X-linked autoimmunity-allergic dysregulation syndrome | XLAAD | XPID | autoimmunity-immunodeficiency syndrome, X-linked | diabetes mellitus, congenital insulin-dependent, with fatal secretory diarrhea | diarrhea, polyendocrinopathy, fatal infection syndrome, X-linked | immunodeficiency, polyendocrinopathy, and enteropathy, X-linked | immunodysregulation, polyendocrinopathy, and enteropathy, X-Linked",,,GARD:1850 | ICD10CM:E31.0 | MESH:C580192 | MIM:304790 | ORDO:37042,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110098,atopic dermatitis 2,DOID:0110098,An atopic dermatitis conferred by variation in the FLG gene on chromosome 1q21.,ATOD2,,,MIM:605803,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110099,atopic dermatitis 3,DOID:0110099,An atopic dermatitis associated with variation in the region 20p.,ATOD3 | atopic dermatitis with asthma,,,MIM:605804,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110100,atopic dermatitis 4,DOID:0110100,An atopic dermatitis associated with variation in the region 17q25.3.,ATOD4,,,MIM:605805,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110101,atopic dermatitis 5,DOID:0110101,An atopic dermatitis associated with variation in the region 13q12-q14.,ATOD5,,,MIM:605844,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110102,atopic dermatitis 6,DOID:0110102,An atopic dermatitis associated with variation in the region 5q31-q33.,ATOD6,,,MIM:605845,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110103,atopic dermatitis 7,DOID:0110103,An atopic dermatitis associated with variation in the region 11q13.5.,ATOD7,,,MIM:613064,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110104,atopic dermatitis 8,DOID:0110104,An atopic dermatitis associated with variation in the region 4q22.1.,ATOD8,,,MIM:613518,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110105,atopic dermatitis 9,DOID:0110105,An atopic dermatitis associated with variation in the region 3p24.,ATOD9,,,MIM:613519,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110115,autoimmune lymphoproliferative syndrome type 2A,DOID:0110115,An autoimmune lymphoproliferative syndrome that has_material_basis_in mutation in the CASP10 gene.,ALPS2A | autoimmune lymphoproliferative syndrome type IIA,,,ICD10CM:D47.9 | MESH:C565833 | MIM:603909,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110116,autoimmune lymphoproliferative syndrome type 2B,DOID:0110116,An autoimmune lymphoproliferative syndrome that has_material_basis_in homozygous mutation in the CASP8 gene on chromosome 2q33.,ALPS with recurrent viral infections | ALPS2B | CEDS | Caspase 8 deficiency | Caspase 8 deficiency syndrome | Caspase eight deficiency state | autoimmune lymphoproliferative syndrome type IIB | autoimmune lymphoproliferative syndrome with recurrent viral infections,,,ICD10CM:D47.9 | MIM:607271 | ORDO:275517,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110117,autoimmune lymphoproliferative syndrome type 4,DOID:0110117,An autoimmune lymphoproliferative syndrome that has_material_basis_in somatic mutation in the NRAS gene or the KRAS gene on chromosome 12p12.,ALPS type 4 | ALPS type IV | ALPS4 | RALD | RAS-associated autoimmune leukoproliferative disease | RAS-associated autoimmune leukoproliferative disorder | autoimmune lymphoproliferative syndrome type IV,,,ICD10CM:D72.8 | MIM:614470 | ORDO:268114,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110119,autoimmune lymphoproliferative syndrome type 3,DOID:0110119,An autoimmune lymphoproliferative syndrome that has_material_basis_in homozygous mutation in the PRKCD gene on chromosome 3p21.,ALPS3 | autoimmune lymphoproliferative syndrome type III,,,MIM:615559,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110741,type 1 diabetes mellitus 2,DOID:0110741,A type 1 diabetes mellitus that has_material_basis_in autosomal dominant inheritance of mutation of the INS gene on chromosome 11p15.5.,IDDM2 | Insulin-Dependent Diabetes Mellitus 2,,,ICD10CM:E10 | MIM:125852,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110742,type 1 diabetes mellitus 3,DOID:0110742,A type 1 diabetes mellitus that has_material_basis_in mutation of the locus at chromosome 15q26.,IDDM3 | Insulin-Dependent Diabetes Mellitus 3,,,ICD10CM:E10 | MIM:600318,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110743,type 1 diabetes mellitus 4,DOID:0110743,A type 1 diabetes mellitus that has_material_basis_in mutation of the locus at chromosome 11q13.,IDDM4 | Insulin-Dependent Diabetes Mellitus 4,,,ICD10CM:E10 | MIM:600319,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110744,type 1 diabetes mellitus 5,DOID:0110744,A type 1 diabetes mellitus that has_material_basis_in mutation of the SUMO4 gene on chromosome 6q25.1.,IDDM5 | Insulin-Dependent Diabetes Mellitus 5,,,ICD10CM:E10 | MIM:600320,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110745,type 1 diabetes mellitus 6,DOID:0110745,A type 1 diabetes mellitus that has_material_basis_in mutation of the locus at chromosome 18q21.,IDDM6 | Insulin-Dependent Diabetes Mellitus 6,,,ICD10CM:E10 | MIM:601941,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110746,type 1 diabetes mellitus 7,DOID:0110746,A type 1 diabetes mellitus that has_material_basis_in mutation of the locus at chromosome 2q31.,IDDM7 | Insulin-Dependent Diabetes Mellitus 7,,,ICD10CM:E10 | MIM:600321,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110747,type 1 diabetes mellitus 8,DOID:0110747,A type 1 diabetes mellituss that has_material_basis_in mutation of the locus at chromosome 6q25-q27.,IDDM8 | Insulin-Dependent Diabetes Mellitus 8,,,ICD10CM:E10 | MIM:600883,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110749,type 1 diabetes mellitus 10,DOID:0110749,A type 1 diabetes mellitus that has_material_basis_in mutation of the IL2RA gene on chromosome 10p15.1.,IDDM10 | Insulin-Dependent Diabetes Mellitus 10,,,ICD10CM:E10 | MIM:601942,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110750,type 1 diabetes mellitus 11,DOID:0110750,A type 1 diabetes mellitus that has_material_basis_in mutation of the locus at chromosome 14q24.3-q31.,IDDM11 | Insulin-Dependent Diabetes Mellitus 11,,,ICD10CM:E10 | MIM:601208,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110751,type 1 diabetes mellitus 12,DOID:0110751,A type 1 diabetes mellitus that has_material_basis_in mutation of the CTLA4 gene on chromosome 2q33.2.,IDDM12 | Insulin-Dependent Diabetes Mellitus 12,,,ICD10CM:E10 | MIM:601388,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110752,type 1 diabetes mellitus 13,DOID:0110752,A type 1 diabetes mellituss that has_material_basis_in mutation of the locus at chromosome 2q34.,IDDM13 | Insulin-Dependent Diabetes Mellitus 13,,,ICD10CM:E10 | MIM:601318,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110753,type 1 diabetes mellitus 15,DOID:0110753,A type 1 diabetes mellitus that has_material_basis_in mutation of the locus at chromosome 6q21.,IDDM15 | Insulin-Dependent Diabetes Mellitus 15,,,ICD10CM:E10 | MIM:601666,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110754,type 1 diabetes mellitus 17,DOID:0110754,A type 1 diabetes mellitus that has_material_basis_in mutation of the locus at chromosome 10q25.,IDDM17 | Insulin-Dependent Diabetes Mellitus 17,,,ICD10CM:E10 | MIM:603266,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110755,type 1 diabetes mellitus 18,DOID:0110755,A type 1 diabetes mellitus that has_material_basis_in mutation of the locus at chromosome 5q31.1-q33.1.,IDDM18 | Insulin-Dependent Diabetes Mellitus 18,,,ICD10CM:E10 | MIM:605598,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110756,type 1 diabetes mellitus 19,DOID:0110756,A type 1 diabetes mellitus that has_material_basis_in mutation of the locus at chromosome 2q24.3.,IDDM19 | Insulin-Dependent Diabetes Mellitus 19,,,ICD10CM:E10 | MIM:610155,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110757,type 1 diabetes mellitus 20,DOID:0110757,A type 1 diabetes mellitus that has_material_basis_in mutation of the HNF1A gene on chromosome 12q24.31.,IDDM20 | Insulin-Dependent Diabetes Mellitus 20,,,ICD10CM:E10 | MIM:612520,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110758,type 1 diabetes mellitus 21,DOID:0110758,A type 1 diabetes mellitus that has_material_basis_in mutation of the locus at chromosome 6q25.,IDDM21 | Insulin-Dependent Diabetes Mellitus 21,,,ICD10CM:E10 | MIM:612521,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110759,type 1 diabetes mellitus 22,DOID:0110759,A type 1 diabetes mellitus that has_material_basis_in mutation of the CCR5 gene on chromosome 3p21.31.,IDDM22 | Insulin-Dependent Diabetes Mellitus 22,,,ICD10CM:E10 | MIM:612522,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110760,type 1 diabetes mellitus 23,DOID:0110760,A type 1 diabetes mellitus that has_material_basis_in mutation of the locus at chromosome 4q27.,IDDM23 | Insulin-Dependent Diabetes Mellitus 23,,,ICD10CM:E10 | MIM:612622,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110761,type 1 diabetes mellitus 24,DOID:0110761,A type 1 diabetes mellitus that has_material_basis_in mutation of the locus at chromosome 10q23.31.,IDDM24 | Insulin-Dependent Diabetes Mellitus 24,,,ICD10CM:E10 | MIM:613006,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110910,leukocyte adhesion deficiency 1,DOID:0110910,A leukocyte adhesion deficiency that has_material_basis_in mutation of the ITGB2 gene on chromosome 21q22.3.,LAD1 | LFA1 immunodeficiency | leukocyte adhesion deficiency type I | lymphocyte function-associated antigen 1 immunodeficiency,,,MIM:116920 | ORDO:99842,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110912,leukocyte adhesion deficiency 3,DOID:0110912,"A leukocyte adhesion deficiency that is characterized by a defect in beta integrins 1, 2, and 3; which impairs the integrin activation cascade and has_material_basis_in mutation in FERMT3 gene on chromosome 11q12.",IADD | LAD1 variant | LAD1V | LAD3 | integrin activation deficiency disease | leukocyte adhesion deficiency 1 variant | leukocyte adhesion deficiency type III,,,MIM:612840 | ORDO:99844,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110921,familial hemophagocytic lymphohistiocytosis 1,DOID:0110921,A hemophagocytic lymphohistiocytosis that has_material_basis_in an autosomal recessive mutation of the HPLH1 gene on chromosome 9q21.3-q22.,FHL1 | HLH1 | HPLH1,,,MIM:267700,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110922,familial hemophagocytic lymphohistiocytosis 2,DOID:0110922,A hemophagocytic lymphohistiocytosis that has_material_basis_in an autosomal recessive mutation of the PRF1 gene on chromosome 10q22.1.,FHL2 | HLH2 | HPLH2,,,GARD:9922 | MIM:603553,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110923,familial hemophagocytic lymphohistiocytosis 3,DOID:0110923,A hemophagocytic lymphohistiocytosis that has_material_basis_in a mutation of the UNC13D gene on chromosome 17q25.1.,FHL3 | HLH3 | HPLH3,,,GARD:9928 | MIM:608898,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110924,familial hemophagocytic lymphohistiocytosis 4,DOID:0110924,A hemophagocytic lymphohistiocytosis that has_material_basis_in an autosomal recessive mutation of the STX11 gene on chromosome 6q24.2.,FHL4 | HLH4 | HPLH4,,,GARD:9929 | MIM:603552,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0110925,familial hemophagocytic lymphohistiocytosis 5,DOID:0110925,A hemophagocytic lymphohistiocytosis that has_material_basis_in a mutation of the STXBP2 gene on chromosome 19p13.2.,FHL5 | HLH5 | HPLH5,,,MIM:613101,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0111147,angioimmunoblastic T-cell lymphoma,DOID:0111147,A peripheral T-cell lymphoma characterized by autoimmune features and poor prognosis.,,,,GARD:11973 | ICD10CM:C86.5 | ICDO:9705/3 | MEDDRA:10002449 | MESH:D007119 | NCI:C7528 | ORDO:86886 | SNOMEDCT_US_2025_09_01:52097008 | UMLS_CUI:C0020981,http://purl.obolibrary.org/obo/doid#DO_cancer_slim | http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0111152,multicentric Castleman disease,DOID:0111152,"A Castleman disease characterized by systemic inflammatory symptoms, polyclonal lymphoproliferation, cytopenias, and multiple organ system dysfunction caused by a cytokine storm often including interleukin-6.",MCD | PMCD | multicentric giant lymph node hyperplasia | plasmablastic multicentric Castleman disease,,,GARD:9644 | MESH:C537372 | NCI:C27855 | ORDO:93686 | SNOMEDCT_US_2025_09_01:1156805003 | UMLS_CUI:C1334815,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0111157,Castleman disease,DOID:0111157,"A lymphoproliferative syndrome characterized by one or more enlarged lymph nodes containing cells with hyaline-vascular, plasmacytic, or mixed appearance microscopically.",angiofollicular lymph hyperplasia | angiofollicular lymph node hyperplasia | giant lymph node hyperplasia | lymphoid hamartoma,,,GARD:12656 | ICD10CM:D47.Z2 | MESH:C536362 | MESH:D005871 | NCI:C3056 | ORDO:160 | SNOMEDCT_US_2025_09_01:207036003 | UMLS_CUI:C0017531 | UMLS_CUI:C2931179,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0111279,psoriasis 7,DOID:0111279,A psoriasis that has_material_basis_in variation in a region on chromosome 1p that includes IL23R.,PSORS7,,,MIM:605606,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0111280,psoriasis 4,DOID:0111280,A psoriasis that has_material_basis_in variation in a region on chromosome 1q21.,PSORS4,,,MIM:603935,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0111281,psoriasis 15,DOID:0111281,A psoriasis characterized by pustular psoriasis that has_material_basis_in heterozygous mutation in the AP1S3 gene on chromosome 2q36.1.,PSORS15,,,MIM:616106,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0111282,psoriasis 5,DOID:0111282,A psoriasis that has_material_basis_in variation in a region on chromosome 3q21.,PSORS5,,,MIM:604316,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0111283,psoriasis 3,DOID:0111283,A psoriasis that has_material_basis_in variation in a region on chromosome 4q.,PSORS3,,,MIM:601454,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0111284,psoriasis 9,DOID:0111284,A psoriasis that has_material_basis_in variation in a region on chromosome 4q31-q34.,PSORS9,,,MIM:607857,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0111285,psoriasis 11,DOID:0111285,A psoriasis that has_material_basis_in variation in a region on chromosome 5q31.1-q33.1 that includes IL12B.,PSORS11,,,MIM:612599,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0111286,psoriasis 1,DOID:0111286,A psoriasis that has_material_basis_in variation in the HLA-C gene on chromosome 6p21.33.,PSORS1,,,MIM:177900,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0111287,psoriasis 13,DOID:0111287,A psoriasis that has_material_basis_in variation in the TRAF3IP2 gene on chromosome 6q21.,PSORS13,,,MIM:614070,,disease_ontology,,,,
